klantnr;huidig_contractduur;VERBRUIKGAS;VERBRUIKEL;VERBRUIKHOOG;VERBRUIKLAAG;nieuwsbrief;wervingskanaal;vast_variabel;grijs_groen;startlevering;eindlevering;contract_verlengd;welstand;levensfase;bouwjaar;soort_woning;inkomen;opleiding
524915;12;1713;4263;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;30-3-2009;26-5-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;modaal;Hoog
524973;12;1721;0;1761;2357;Y;Telemarketing;vaste prijs;grijze stroom;7-8-2009;29-6-2010;verlengd;Midden;Paar met kinderen;1990 tot 1999;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
524989;36;1877;0;1335;1403;Y;Telemarketing;variabele prijs;grijze stroom;18-4-2009;1-10-2009;verlengd;Hoog;Alleenstaand;1990 tot 1999;Hoge flat;Onbekend;Laag
525070;12;1679;0;3505;2957;Y;Door 2 Door;vaste prijs;grijze stroom;30-3-2009;28-3-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Hoog
525124;12;1234;1916;0;0;Y;Online;vaste prijs;grijze stroom;7-8-2009;12-1-2010;verlengd;Midden;Alleenstaand;1990 tot 1999;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
525417;12;1981;0;0;5749;Y;Telemarketing;vaste prijs;grijze stroom;30-3-2009;30-3-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Vrijstaand;tussen modaal en 2 keer modaal;Midden
525465;12;1224;0;975;1414;Y;Telemarketing;vaste prijs;grijze stroom;30-3-2009;23-4-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
525518;12;2056;6207;0;0;Y;Telemarketing;vaste prijs;grijze stroom;19-4-2009;17-3-2010;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
525854;12;5860;0;13285;395;Y;Telemarketing;vaste prijs;grijze stroom;31-3-2009;30-3-2011;niet verlengd;Midden;Paar zonder kinderen;Voor 1899;Rijtjeshuis;modaal;Laag
525873;12;2231;3706;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;31-3-2009;30-3-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Midden
525912;12;2252;3910;0;0;Y;Telemarketing;vaste prijs;grijze stroom;7-8-2009;7-8-2010;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;modaal;Laag
526001;36;1873;2027;0;0;Y;Inbound;variabele prijs;grijze stroom;20-4-2009;20-4-2012;verlengd;Laag;Paar zonder kinderen; ; ; ;Midden
526030;12;2123;0;2181;2194;Y;Online;vaste prijs;grijze stroom;7-8-2009;6-3-2010;verlengd;Laag;Paar met kinderen;1990 tot 1999;Rijtjeshuis;minimum;Midden
526186;12;2156;0;1892;1921;Y;Telemarketing;vaste prijs;grijze stroom;7-8-2009;7-8-2010;verlengd;Hoog;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal keer modaal of meer;Laag
526229;12;1093;0;2862;3080;N;Online;vaste prijs;grijze stroom;1-4-2009;1-4-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Hoog
526265;12;1451;0;2223;2914;Y;Telemarketing;vaste prijs;grijze stroom;1-4-2009;31-3-2011;niet verlengd;Midden;Paar met kinderen;1990 tot 1999;Rijtjeshuis;modaal;Laag
526432;12;1935;0;5029;0;Y;Inbound;vaste prijs;grijze stroom;3-4-2009;17-9-2009;verlengd;Laag;Alleenstaand;1990 tot 1999;Lage flat;tussen modaal en minimum;Hoog
526433;12;1951;0;4667;0;Y;Door 2 Door;vaste prijs;grijze stroom;7-8-2009;1-9-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
526859;12;1061;3464;0;0;Y;Telemarketing;vaste prijs;grijze stroom;1-5-2009;19-5-2010;niet verlengd;Hoog;Paar met kinderen;1990 tot 1999;Rijtjeshuis;Onbekend;Hoog
526901;12;3331;4055;0;0;Y;Telemarketing;vaste prijs;grijze stroom;16-4-2009;1-6-2009;verlengd;Midden;Alleenstaand;na 2000;Maisonette;modaal;Laag
526927;12;3104;0;2389;1798;Y;Telemarketing;vaste prijs;grijze stroom;6-4-2009;25-9-2009;verlengd;Midden;Alleenstaand;1990 tot 1999;Vrijstaand;modaal;Hoog
526941;12;1670;0;1429;1877;Y;Telemarketing;vaste prijs;grijze stroom;6-4-2009;3-4-2011;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;modaal;Laag
527015;12;1338;0;2153;1536;Y;Telemarketing;variabele prijs;grijze stroom;25-4-2009;25-4-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
527047;12;555;2373;0;0;Y;Inbound;vaste prijs;grijze stroom;8-10-2009;8-10-2010;verlengd;Laag;Paar met kinderen;Onbekend;Lage flat;tussen modaal en minimum;Midden
527202;60;0;0;2115;958;Y;Online;variabele prijs;groene stroom;29-5-2009;31-12-2013;verlengd;Midden;Paar met kinderen;1990 tot 1999;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
527229;60;1411;5307;0;0;Y;Online;variabele prijs;grijze stroom;24-4-2009;31-12-2013;verlengd;Midden;Paar met kinderen;1970 tot 1989;Twee onder een kap;tussen modaal en 2 keer modaal;Laag
527291;36;2295;0;2451;1975;Y;Inbound;variabele prijs;groene stroom;6-4-2009;31-12-2011;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
527316;60;1398;0;3240;3430;Y;Telemarketing;variabele prijs;grijze stroom;6-4-2009;31-12-2013;verlengd;Midden;Paar zonder kinderen;1900 tot 1939;VrijstaandOnbekend;Onbekend;Hoog
527318;60;2182;3659;0;0;Y;Online;variabele prijs;groene stroom;16-4-2009;31-12-2013;verlengd;Laag;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Laag
527494;36;1155;0;1940;0;Y;Online;variabele prijs;groene stroom;24-3-2009;31-12-2011;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;modaal;Midden
527559;60;2123;0;3692;3410;Y;Telemarketing;variabele prijs;groene stroom;25-3-2009;31-12-2013;verlengd;Midden;Alleenstaand;Onbekend;Onbekend;Onbekend;Laag
527721;36;4376;0;9071;6265;Y;Telemarketing;variabele prijs;grijze stroom;6-4-2009;26-6-2009;verlengd;Hoog;Alleenstaand;Onbekend;Onbekend;Onbekend;Midden
527748;12;2452;2676;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;6-4-2009;4-4-2011;niet verlengd;Midden;Paar zonder kinderen;Onbekend;Twee onder een kap;Onbekend;Laag
527762;36;2446;0;9502;4837;Y;Telemarketing;variabele prijs;grijze stroom;7-8-2009;31-12-2009;verlengd;Midden;Alleenstaand;1990 tot 1999;Vrijstaand;modaal;Midden
527811;12;622;0;294;153;Y;Inbound;variabele prijs;grijze stroom;26-4-2009;26-4-2011;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Lage flat;modaal;Laag
527823;12;800;0;1052;1067;Y;Door 2 Door;variabele prijs;grijze stroom;6-4-2009;16-7-2009;verlengd;Hoog;Alleenstaand;na 2000;Lage flat;Onbekend;Midden
528133;12;2598;0;3866;0;Y;Telemarketing;vaste prijs;grijze stroom;6-4-2009;9-6-2009;verlengd;Laag;Alleenstaand;1990 tot 1999;Rijtjeshuis;tussen modaal en minimum;Midden
528189;12;0;4571;0;0;Y;Inbound;variabele prijs;grijze stroom;26-4-2009;26-4-2011;niet verlengd;Midden;Paar met kinderen;na 2000;Vrijstaand;tussen modaal en 2 keer modaal;Midden
528490;12;1848;0;2403;3829;Y;Online;vaste prijs;grijze stroom;8-4-2009;12-1-2010;verlengd;Laag;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en minimum;Midden
528493;12;4266;0;0;0;Y;Telemarketing;vaste prijs;grijze stroom;8-4-2009;7-5-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
528532;12;0;14046;0;0;N;Online;vaste prijs;grijze stroom;29-6-2009;31-7-2009;verlengd;Midden;Alleenstaand;na 2000;Grachtenpand;modaal;Laag
528542;12;2402;0;1845;1559;Y;Door 2 Door;vaste prijs;grijze stroom;1-10-2009;22-11-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;modaal;Midden
528688;12;40;4481;0;0;Y;Inbound;variabele prijs;grijze stroom;10-4-2009;14-5-2010;niet verlengd;Midden;Paar met kinderen;1990 tot 1999;Rijtjeshuis;modaal;Midden
528755;12;2100;4250;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;7-8-2009;7-8-2010;verlengd;Midden;Paar met kinderen;1970 tot 1989;Twee onder een kap;modaal;Midden
528980;12;1553;2192;0;0;Y;Telemarketing;vaste prijs;groene stroom;2-7-2009;2-7-2011;niet verlengd;Laag;Paar met kinderen;1900 tot 1939;Rijtjeshuis;tussen modaal en minimum;Hoog
529026;12;2266;2531;0;0;Y;Telemarketing;vaste prijs;grijze stroom;8-4-2009;30-8-2009;verlengd;Midden;Alleenstaand;1990 tot 1999;Vrijstaand;tussen modaal en 2 keer modaal;Laag
529067;12;1300;0;2020;0;Y;Door 2 Door;vaste prijs;grijze stroom;8-4-2009;6-5-2009;verlengd;Laag;Alleenstaand;na 2000;Lage flat;Onbekend;Midden
529112;12;0;2912;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;10-4-2009;8-4-2011;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Rijtjeshuis;Onbekend;Laag
529369;12;1674;0;1669;2872;Y;Speciale sales acties;vaste prijs;grijze stroom;1-5-2009;1-5-2010;verlengd;Hoog;Paar met kinderen;1990 tot 1999;Twee onder een kap;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
529424;12;6329;0;2677;4706;Y;Telemarketing;vaste prijs;grijze stroom;7-8-2009;7-8-2010;verlengd;Hoog;Paar zonder kinderen;Onbekend;Vrijstaand;Onbekend;Hoog
529448;12;5677;0;32468;24641;Y;Telemarketing;vaste prijs;grijze stroom;7-8-2009;5-4-2010;verlengd;Hoog;Paar zonder kinderen;Onbekend;VrijstaandOnbekend;Onbekend;Laag
529499;12;2728;0;2932;2184;Y;Telemarketing;vaste prijs;grijze stroom;2-5-2009;2-5-2011;niet verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Vrijstaand;Onbekend;Laag
529532;12;2807;0;0;0;N;Telemarketing;vaste prijs;grijze stroom;13-4-2009;14-5-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;Onbekend;Midden
529602;12;2177;2491;0;0;Y;Telemarketing;vaste prijs;grijze stroom;7-8-2009;12-5-2010;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Midden
529721;60;825;0;1191;1130;Y;Online;variabele prijs;groene stroom;1-4-2009;31-12-2013;verlengd;Midden;Alleenstaand;1990 tot 1999;Hoge flat;Onbekend;Hoog
529779;60;6069;0;0;0;Y;Prijsvergelijker;variabele prijs;groene stroom;13-4-2009;30-6-2015;verlengd;Midden;Alleenstaand;Onbekend;Vrijstaand;modaal;Laag
529842;12;1289;0;2053;2063;Y;Door 2 Door;vaste prijs;grijze stroom;2-5-2009;2-5-2011;niet verlengd;Midden;Alleenstaand;1940 tot 1969;Rijtjeshuis;modaal;Midden
529901;36;1719;0;1320;1057;Y;Telemarketing;variabele prijs;grijze stroom;2-10-2009;19-3-2010;verlengd;Laag;Alleenstaand;1990 tot 1999;Rijtjeshuis;tussen modaal en minimum;Midden
530006;12;0;1627;0;0;Y;Inbound;vaste prijs;grijze stroom;2-5-2009;2-5-2011;niet verlengd;Laag;Paar zonder kinderen; ; ; ;Hoog
530028;12;1088;5674;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;8-11-2009;8-12-2009;verlengd;Midden;Alleenstaand;na 2000;Onbekend;Onbekend;Hoog
530032;12;486;3048;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;2-7-2009;10-4-2010;verlengd;Hoog;Paar zonder kinderen;1970 tot 1989;Onbekend;Onbekend;Hoog
530054;36;546;1971;0;0;Y;Telemarketing;variabele prijs;groene stroom;2-5-2009;23-7-2009;verlengd;Midden;Alleenstaand;Onbekend;Maisonette;modaal;Laag
530240;12;2916;0;2215;2747;Y;Telemarketing;vaste prijs;grijze stroom;13-4-2009;12-4-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Midden
530305;12;4762;0;0;29988;Y;Telemarketing;vaste prijs;grijze stroom;13-4-2009;12-4-2011;niet verlengd;Hoog;Alleenstaand;Onbekend;Onbekend;Onbekend;Hoog
530315;12;1600;0;2305;2200;Y;Telemarketing;vaste prijs;grijze stroom;13-4-2009;10-8-2009;verlengd;Laag;Alleenstaand;1990 tot 1999;Rijtjeshuis;tussen modaal en minimum;Midden
530335;12;717;0;1231;1137;Y;Telemarketing;vaste prijs;grijze stroom;12-4-2009;12-4-2011;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Lage flat;Onbekend;Laag
530395;36;1602;2501;0;0;N;Online;variabele prijs;grijze stroom;13-4-2009;20-6-2009;verlengd;Laag;Alleenstaand;1990 tot 1999;Maisonette;tussen modaal en minimum;Midden
530454;12;1670;0;1725;1792;Y;Door 2 Door;vaste prijs;grijze stroom;13-4-2009;22-5-2009;verlengd;Laag;Alleenstaand;na 2000;Maisonette;Onbekend;Hoog
530513;12;1591;0;4302;2152;Y;Telemarketing;vaste prijs;grijze stroom;1-6-2009;1-6-2011;niet verlengd;Hoog;Paar met kinderen;na 2000;Rijtjeshuis;Onbekend;Laag
530661;12;2199;3789;0;0;Y;Telemarketing;vaste prijs;grijze stroom;7-8-2009;7-8-2010;verlengd;Midden;Paar met kinderen;1940 tot 1969;Vrijstaand;tussen modaal en 2 keer modaal;Laag
530812;12;2396;0;1214;1019;Y;Telemarketing;vaste prijs;grijze stroom;7-8-2009;16-3-2010;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;modaal;Laag
531047;12;1593;4117;0;0;N;Telemarketing;vaste prijs;grijze stroom;11-5-2009;30-7-2009;verlengd;Hoog;Alleenstaand;1990 tot 1999;Rijtjeshuis;Onbekend;Laag
531087;12;67;0;4232;5484;Y;Door 2 Door;vaste prijs;grijze stroom;16-4-2009;2-9-2009;verlengd;Midden;Alleenstaand;1990 tot 1999;Lage flat;modaal;Laag
531125;12;1938;2512;0;0;Y;Telemarketing;vaste prijs;grijze stroom;7-8-2009;7-8-2010;verlengd;Midden;Alleenstaand;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
531220;12;4244;5828;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;15-4-2009;23-5-2011;niet verlengd;Hoog;Paar met kinderen;Onbekend;Onbekend;Onbekend;Midden
531413;12;1437;0;1509;2096;Y;Online;vaste prijs;grijze stroom;5-5-2009;5-5-2011;niet verlengd;Midden;Paar met kinderen;1990 tot 1999;Twee onder een kap;Onbekend;Laag
531466;12;1242;0;3084;2939;Y;Prijsvergelijker;vaste prijs;grijze stroom;20-4-2009;17-4-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
531515;36;1657;3414;0;0;Y;Telemarketing;variabele prijs;grijze stroom;20-4-2009;25-5-2009;verlengd;Hoog;Alleenstaand;na 2000;Rijtjeshuis;Onbekend;Hoog
531665;12;2435;0;2541;2584;Y;Door 2 Door;variabele prijs;grijze stroom;20-4-2009;17-4-2011;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Vrijstaand;modaal;Midden
531710;12;3004;0;1871;2056;Y;Telemarketing;variabele prijs;grijze stroom;20-4-2009;17-4-2011;niet verlengd;Midden;Alleenstaand;1940 tot 1969;Lage flat;tussen modaal en 2 keer modaal;Hoog
531718;36;1133;0;1930;1334;Y;Door 2 Door;variabele prijs;grijze stroom;20-4-2009;17-4-2012;verlengd;Midden;Paar met kinderen;1990 tot 1999;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
531723;12;757;251;0;0;N;Door 2 Door;vaste prijs;grijze stroom;20-4-2009;21-6-2009;verlengd;Laag;Paar zonder kinderen; ; ; ;Hoog
531799;12;2129;0;1985;1438;Y;Prijsvergelijker;vaste prijs;grijze stroom;8-5-2009;8-5-2011;niet verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Vrijstaand;modaal;Hoog
531851;12;1571;5439;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;20-4-2009;17-4-2011;niet verlengd;Hoog;Paar zonder kinderen;1900 tot 1939;Rijtjeshuis;Onbekend;Hoog
532087;12;3;1019;0;0;Y;Online;variabele prijs;grijze stroom;9-5-2009;21-6-2009;verlengd;Laag;Alleenstaand;na 2000;Lage flat;minimum;Hoog
532166;12;3338;7459;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;20-4-2009;18-4-2011;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Twee onder een kap;tussen modaal en 2 keer modaal;Laag
532269;12;1599;0;4614;930;Y;Telemarketing;vaste prijs;groene stroom;21-4-2009;21-4-2011;niet verlengd;Midden;Paar met kinderen;1900 tot 1939;Rijtjeshuis;Onbekend;Midden
532334;36;1129;0;2129;2138;N;Online;variabele prijs;groene stroom;6-4-2009;31-12-2011;verlengd;Laag;Paar zonder kinderen; ; ; ;Midden
532339;36;8239;0;37750;16616;Y;Telemarketing;variabele prijs;grijze stroom;20-4-2009;30-4-2012;verlengd;Hoog;Alleenstaand;Voor 1899;Etage;tussen modaal en 2 keer modaal keer modaal of meer;Midden
532372;60;3435;1928;8798;4031;Y;Speciale sales acties;variabele prijs;grijze stroom;19-4-2009;31-12-2014;verlengd;Midden;Paar met kinderen;1990 tot 1999;Maisonette;Onbekend;Laag
532445;12;3254;6277;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;20-4-2009;18-4-2011;niet verlengd;Midden;Paar met kinderen;1900 tot 1939;Twee onder een kap;tussen modaal en 2 keer modaal;Midden
532457;12;2734;5549;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;9-5-2009;9-5-2011;niet verlengd;Hoog;Paar met kinderen;1970 tot 1989;Twee onder een kap;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
532585;12;1754;0;5142;5820;Y;Telemarketing;vaste prijs;grijze stroom;20-4-2009;12-10-2009;verlengd;Midden;Alleenstaand;1990 tot 1999;Zelfstandige bejaarde;modaal;Hoog
532596;36;2250;3452;0;0;Y;Telemarketing;variabele prijs;grijze stroom;1-6-2009;1-10-2009;verlengd;Midden;Alleenstaand;1990 tot 1999;Rijtjeshuis;Onbekend;Hoog
533163;12;3145;1656;0;0;Y;Prijsvergelijker;variabele prijs;grijze stroom;30-4-2009;21-4-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Lage flat;modaal;Laag
533276;12;2171;1573;0;0;Y;Telemarketing;vaste prijs;grijze stroom;11-5-2009;11-5-2011;niet verlengd;Hoog;Paar zonder kinderen;1900 tot 1939;Vrijstaand;Onbekend;Hoog
533389;12;1391;0;1620;1814;Y;Online;vaste prijs;grijze stroom;11-5-2009;11-5-2011;niet verlengd;Midden;Paar met kinderen;na 2000;Twee onder een kap;modaal;Midden
533496;12;0;2078;0;0;N;Telemarketing;vaste prijs;grijze stroom;30-4-2009;1-7-2009;verlengd;Laag;Alleenstaand;na 2000;Lage flat;tussen modaal en minimum;Laag
533563;12;2415;0;1445;1062;Y;Telemarketing;vaste prijs;grijze stroom;30-4-2009;22-4-2011;niet verlengd;Hoog;Paar met kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Hoog
533634;12;1500;0;2038;2003;Y;Telemarketing;vaste prijs;grijze stroom;30-4-2009;1-7-2009;verlengd;Laag;Alleenstaand;na 2000;Lage flat;tussen modaal en minimum;Midden
533640;12;747;1985;0;0;Y;Online;vaste prijs;grijze stroom;11-5-2009;11-5-2011;niet verlengd;Hoog;Paar met kinderen;1900 tot 1939;Lage flat;Onbekend;Hoog
533644;12;1310;0;2747;2069;Y;Door 2 Door;vaste prijs;grijze stroom;30-4-2009;22-4-2011;niet verlengd;Midden;Paar met kinderen;1990 tot 1999;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
533647;12;1729;0;1838;1670;Y;Telemarketing;variabele prijs;grijze stroom;30-4-2009;8-7-2009;verlengd;Midden;Alleenstaand;na 2000;Twee onder een kap;tussen modaal en 2 keer modaal;Hoog
533691;12;1479;5353;0;0;Y;Prijsvergelijker;variabele prijs;grijze stroom;22-4-2009;22-4-2011;niet verlengd;Hoog;Paar zonder kinderen;Voor 1899;Maisonette;Onbekend;Hoog
533746;12;41;0;1673;1532;Y;Telemarketing;vaste prijs;grijze stroom;30-4-2009;6-12-2009;verlengd;Laag;Paar met kinderen;1970 tot 1989;Hoge flat;Onbekend;Hoog
534150;36;1862;4115;0;0;N;Telemarketing;variabele prijs;groene stroom;30-4-2009;10-6-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
534340;12;872;0;1693;0;Y;Telemarketing;vaste prijs;grijze stroom;27-4-2009;9-2-2010;verlengd;Hoog;Paar met kinderen;1970 tot 1989;Lage flat;Onbekend;Laag
534418;12;1793;0;1451;1265;Y;Speciale sales acties;variabele prijs;grijze stroom;30-4-2009;19-2-2010;verlengd;Midden;Paar met kinderen;1970 tot 1989;Lage flat;modaal;Hoog
534495;12;1769;5194;0;0;Y;Telemarketing;vaste prijs;grijze stroom;1-6-2009;4-10-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
534613;12;285;6322;0;0;Y;Telemarketing;vaste prijs;grijze stroom;29-5-2009;21-3-2010;verlengd;Hoog;Alleenstaand;1970 tot 1989;Hoge flat;Onbekend;Midden
534659;36;1627;2448;0;0;Y;Prijsvergelijker;variabele prijs;grijze stroom;28-4-2009;27-7-2009;verlengd;Midden;Alleenstaand;1990 tot 1999;Lage flat;modaal;Laag
534728;12;3848;0;2096;2251;Y;Online;vaste prijs;grijze stroom;19-5-2009;19-5-2011;niet verlengd;Midden;Paar met kinderen;1900 tot 1939;Vrijstaand;tussen modaal en 2 keer modaal;Laag
534779;60;3679;0;2865;8568;Y;Online;variabele prijs;grijze stroom;14-4-2009;31-12-2013;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
535210;60;16265;17510;0;0;N;Online;variabele prijs;grijze stroom;7-7-2009;30-6-2014;verlengd;Hoog;Alleenstaand;Onbekend;Rijtjeshuis;Onbekend;Hoog
535411;12;752;0;2058;1381;Y;Telemarketing;vaste prijs;grijze stroom;30-4-2009;27-4-2011;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Laag
535470;12;832;0;2264;0;Y;Telemarketing;vaste prijs;grijze stroom;30-4-2009;25-11-2009;verlengd;Laag;Paar zonder kinderen;1990 tot 1999;Lage flat;tussen modaal en minimum;Hoog
535504;36;1159;3588;0;0;Y;Telemarketing;variabele prijs;grijze stroom;30-4-2009;27-4-2012;verlengd;Midden;Paar met kinderen;Onbekend;Lage flat;modaal;Midden
536147;12;2006;7863;0;0;Y;Online;vaste prijs;grijze stroom;30-4-2009;13-10-2009;verlengd;Laag;Alleenstaand;1990 tot 1999;Twee onder een kap;tussen modaal en minimum;Midden
536297;12;1760;3639;0;0;Y;Online;vaste prijs;grijze stroom;18-5-2009;18-5-2011;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Midden
536690;12;1006;2174;0;0;N;Online;vaste prijs;grijze stroom;19-5-2009;19-5-2011;niet verlengd;Laag;Paar zonder kinderen;Onbekend;Rijtjeshuis;Onbekend;Midden
536857;60;1876;12929;0;0;Y;Online;variabele prijs;groene stroom;20-4-2009;30-6-2014;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
536975;12;1226;0;3202;4409;Y;Telemarketing;vaste prijs;grijze stroom;4-5-2009;1-5-2011;niet verlengd;Laag;Paar zonder kinderen;1970 tot 1989;Twee onder een kap;tussen modaal en minimum;Midden
536992;12;668;1412;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;8-7-2009;2-5-2011;niet verlengd;Hoog;Paar zonder kinderen;1900 tot 1939;Maisonette;Onbekend;Laag
537090;12;606;4251;0;0;N;Telemarketing;vaste prijs;grijze stroom;4-5-2009;28-6-2009;verlengd;Hoog;Alleenstaand;na 2000;Lage flat;Onbekend;Hoog
537161;12;1890;0;1329;1379;Y;Door 2 Door;vaste prijs;grijze stroom;6-5-2009;18-1-2010;verlengd;Laag;Paar zonder kinderen;1970 tot 1989;Lage flat;Onbekend;Laag
537220;36;2196;0;1136;1052;Y;Telemarketing;variabele prijs;grijze stroom;4-5-2009;20-7-2012;verlengd;Midden;Paar met kinderen;Onbekend;Vrijstaand;tussen modaal en 2 keer modaal;Laag
537249;12;2580;1654;1043;950;Y;Telemarketing;vaste prijs;grijze stroom;4-5-2009;15-10-2010;niet verlengd;Midden;Paar met kinderen;1900 tot 1939;Twee onder een kap;modaal;Laag
537266;12;1301;1803;0;0;Y;Online;vaste prijs;grijze stroom;7-8-2009;7-10-2009;verlengd;Laag;Alleenstaand;na 2000;Lage flat;minimum;Hoog
537277;12;2085;5974;0;0;Y;Door 2 Door;variabele prijs;grijze stroom;1-4-2010;18-6-2010;verlengd;Midden;Alleenstaand;1990 tot 1999;Lage flat;modaal;Laag
537415;12;1749;0;0;0;N;Telemarketing;vaste prijs;groene stroom;23-5-2009;29-9-2009;verlengd;Hoog;Alleenstaand;na 2000;Vrijstaand;Onbekend;Laag
537525;36;815;691;0;0;Y;Inbound;variabele prijs;groene stroom;23-7-2009;1-9-2012;verlengd;Laag;Paar met kinderen;1900 tot 1939;Lage flat;tussen modaal en minimum;Hoog
537722;36;1756;4567;0;0;Y;Door 2 Door;variabele prijs;grijze stroom;7-8-2009;7-8-2012;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Hoog
537783;12;0;0;794;2079;Y;Prijsvergelijker;vaste prijs;grijze stroom;8-10-2009;8-10-2010;verlengd;Hoog;Paar zonder kinderen;1970 tot 1989;Maisonette;Onbekend;Hoog
537793;12;3213;2753;0;0;Y;Telemarketing;vaste prijs;grijze stroom;7-8-2009;9-5-2010;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
